element_global_id	usfs_ecoregion_id	d_occurrence_status_id
685540	1109	1
685540	1164	1
685540	1026	1
685540	10471	1
685540	10315	1
685540	10054	1
685540	10153	2
685540	10138	1
685540	10057	1
685540	10276	1
685540	10268	1
685540	10393	1
685542	1051	1
685543	122	1
685543	125	1
685543	114	1
685543	1068	3
685543	1047	1
685544	120	1
685546	105	1
685546	1151	1
685546	10073	1
685547	120	1
685547	117	1
685547	114	1
685547	1025	1
685547	1093	1
685690	1095	2
685691	1147	1
685692	104	1
685692	1023	1
685692	10362	1
685692	10361	1
685693	135	1
685693	1088	1
685694	1126	1
685695	105	1
685695	1151	1
685696	135	1
685697	104	1
685699	120	1
685699	1138	1
685700	105	1
685700	10489	1
685705	118	1
685705	1101	1
685705	1125	3
685706	114	1
685706	1001	1
685706	1131	1
686216	105	1
686216	104	1
686216	1010	1
686216	10213	1
686351	10058	1
686351	10092	2
686351	10401	2
686351	10252	2
686351	10277	2
686351	10283	1
686351	10294	1
686351	10442	1
686351	10297	1
686351	10066	1
686351	10340	1
686351	10334	1
686351	10322	2
686352	120	1
686352	136	1
686352	1107	1
686352	1014	2
686353	1168	1
686354	122	1
686354	133	3
686354	117	1
686354	1115	1
686354	1091	1
686354	1060	1
686354	1047	1
686354	1147	1
686354	1001	1
686354	1007	1
686355	115	1
686355	1164	1
686355	1057	1
686355	10276	1
686355	10289	1
686356	120	2
686359	1012	3
685379	1095	1
685379	1047	1
685380	115	1
685380	123	2
685380	104	1
685380	126	2
685380	1163	1
685380	1051	1
685380	1012	1
685380	1010	2
685380	1026	2
685380	10218	1
685380	10148	1
685381	105	1
685381	1142	1
685381	1026	1
685381	1019	1
685381	10335	1
685381	10045	1
685381	10094	1
685381	10441	1
685381	10261	1
685381	10461	1
685381	10054	1
685383	114	1
685383	117	1
685383	1039	1
685383	1131	1
685383	1147	1
685383	1027	1
685384	122	1
685384	120	1
685384	1033	1
685384	1168	1
685547	1124	1
685547	1007	1
685547	1047	1
685547	1095	1
685547	1003	1
685547	1147	1
685547	1072	3
685547	1116	1
685547	1106	1
685547	1172	1
685547	1153	1
685547	1098	1
685547	1138	1
685547	1022	1
685547	1099	1
685548	114	1
685548	117	1
685548	1091	1
685548	1047	1
685548	1106	1
685548	1007	1
685548	1168	1
685548	1134	1
685548	1025	1
685549	129	1
685549	124	1
685549	1058	1
685550	110	1
685550	105	1
685550	1151	1
685550	10363	1
685550	10305	1
685551	116	1
685552	117	1
685552	1174	1
685552	1046	3
685554	1058	1
685555	103	1
685555	1015	1
685555	1053	2
685555	1143	1
685555	10371	1
685555	10012	2
685555	10027	2
685555	10028	2
685711	127	1
685711	1020	1
685712	104	1
685712	1073	1
685713	126	1
685713	104	3
685713	105	1
685713	1010	1
685713	1126	2
685713	1162	1
685713	1061	3
685714	118	1
685714	125	3
685714	1176	1
685716	133	1
686359	1151	3
685938	137	1
685938	1007	1
685938	1009	1
685939	1162	1
685940	114	1
685940	120	3
685940	122	1
685940	1093	1
685940	1007	1
685940	1124	1
685940	1003	1
685940	1115	1
685941	127	1
685941	1156	1
685944	1151	1
685945	105	1
685945	1126	1
685945	1151	1
685945	10072	1
685945	10108	1
685947	114	1
685947	125	1
685947	1147	1
685948	117	1
685948	1134	1
685948	1091	1
685951	1164	1
685951	10173	1
685952	122	1
685954	105	1
685954	10073	1
685955	137	1
685955	122	3
685955	1124	3
685955	1088	1
686085	105	1
686085	1162	1
685555	10029	2
685555	10058	2
685555	10059	2
685555	10088	2
685555	10404	2
685555	10093	2
685555	10377	2
685555	10198	2
685555	10251	2
685555	10283	1
685555	10294	2
685555	10334	2
685555	10474	2
685555	10396	2
685555	10092	2
685555	10421	1
685555	10391	2
685556	1147	1
685557	110	1
685557	10292	1
685558	114	1
685558	125	1
685558	1032	1
685562	134	1
685562	115	1
685562	1017	1
685562	1150	1
685562	1094	1
685562	1114	1
685562	10349	1
685562	10317	1
685562	10154	1
685562	10114	1
685562	10025	1
685564	104	1
685564	115	2
685564	103	1
685564	1087	1
685752	128	1
685752	1090	1
685752	1026	1
685752	1028	2
685752	1164	1
685752	1019	1
685752	1113	1
685752	10315	1
685752	10471	1
685752	10054	1
685752	10057	1
685752	10289	1
685752	10138	1
685752	10424	1
685752	10276	1
685753	136	1
685753	102	1
685753	1173	1
685753	1107	1
685753	1136	2
685753	1111	1
685753	1045	1
685753	10214	1
685753	10384	1
685755	1051	1
685755	10073	1
685755	10430	2
685755	10484	2
685755	10128	1
685756	115	1
685756	134	1
685756	1164	1
685756	1142	1
685756	1026	1
685756	1113	1
685756	10393	1
685756	10441	1
685756	10054	1
685756	10424	1
685756	10276	1
685758	119	1
685758	1101	1
685716	127	1
685716	124	1
685716	1129	1
685716	1025	1
685716	1146	1
685716	1106	1
685716	1058	1
685716	1132	1
685716	1105	1
685716	1047	1
685716	1013	1
685716	1004	1
685716	1043	1
685716	1168	1
685716	1030	1
685717	101	1
685717	10436	1
685718	1047	1
685718	1007	1
685719	117	1
685719	1105	1
685745	10316	1
685747	1118	3
685747	1150	1
685747	1008	3
685747	10317	1
685747	10274	1
685747	10084	1
685748	135	1
685748	1088	1
685749	103	1
685749	1089	1
685749	10146	1
685750	115	1
685750	1130	1
685750	1021	2
685750	10414	1
685752	134	1
686085	10284	1
686086	117	1
686086	1134	1
686086	1091	1
686087	126	1
686087	103	1
686087	104	1
686087	128	1
686087	1151	2
686087	1049	2
686087	1010	1
686087	1087	1
686087	10126	1
686087	10239	1
686087	10452	1
686088	122	3
686088	117	1
686088	133	1
686088	1155	1
686088	1093	3
686088	1025	3
686088	1091	1
686088	1044	1
686089	104	1
686089	105	1
686089	1163	1
686089	1144	1
686089	10148	1
686089	10270	1
686090	104	1
686090	1162	2
686090	10105	1
686090	10284	2
686091	133	1
686091	122	3
686091	125	1
686091	114	1
686091	1096	1
686091	1155	1
686217	1034	1
686217	10461	1
686218	103	1
685564	1173	1
685564	1015	1
685564	1042	1
685564	1055	1
685564	1169	1
685564	1130	2
685564	10201	1
685564	10372	1
685564	10026	2
685564	10030	3
685564	10036	1
685564	10076	3
685564	10092	2
685564	10120	1
685564	10305	1
685564	10458	1
685564	10420	1
685564	10396	2
685564	10354	1
685564	10215	1
685564	10326	1
685564	10298	2
685564	10252	2
685564	10251	2
685565	123	1
685565	10274	1
685566	127	1
685566	1020	1
685567	1007	1
685567	1099	1
685567	1095	1
685568	117	1
685568	1027	1
685568	1105	1
685569	127	1
685569	1105	1
685570	1034	1
685570	10261	1
685571	125	1
685571	1069	1
685571	1065	1
685572	125	1
685572	1101	1
685573	1093	1
685759	114	1
685759	1131	3
685759	1106	1
685759	1027	1
685760	119	1
685760	122	1
685760	1031	1
685760	1124	1
685760	1007	1
685761	120	1
685761	135	1
685761	114	1
685761	1106	1
685761	1030	1
685761	1046	1
685761	1043	1
685761	1115	1
685761	1060	1
685761	1091	1
685761	1134	1
685762	104	1
685762	1073	1
685763	114	3
685763	1116	3
685724	115	1
685724	1080	1
685724	10199	1
685725	103	1
685725	1018	1
685725	1103	3
686361	114	1
686361	1147	1
686362	121	1
686362	1145	1
686363	110	2
686363	104	1
686363	102	1
686363	103	1
686363	126	1
686363	115	1
686363	136	1
686363	120	1
686363	1066	3
686363	1087	1
686363	1143	1
686363	1172	2
686363	1169	1
686363	1159	1
686363	1056	1
686363	1055	1
686363	1015	1
686363	1045	2
686363	1127	2
686363	10163	1
686363	10233	1
686363	10204	1
686363	10203	1
686363	10186	1
686363	10170	3
686363	10171	1
686363	10133	1
686363	10076	2
686363	10048	1
686363	10036	1
686363	10031	1
686363	10177	1
686363	10368	1
686363	10126	1
686363	10464	2
686363	10451	1
686218	1018	1
686218	10096	1
686218	10229	1
686218	10032	1
686219	133	1
686219	1146	1
686219	1155	1
686219	1129	1
686220	115	1
686220	134	1
686220	1092	2
686220	1109	1
686220	1026	1
686220	1142	1
686220	1028	1
686220	1090	1
686220	1113	1
686220	1164	1
686220	10276	1
686220	10293	1
686220	10024	1
686220	10138	1
686220	10441	1
686220	10471	1
686220	10291	1
686223	122	1
686223	1047	1
686225	116	1
686225	1139	1
686226	115	1
686226	123	1
686226	128	1
686226	104	1
686226	103	1
686226	102	1
686359	10151	3
686359	10128	3
686360	117	1
686156	1058	1
686157	1151	1
685426	1124	1
685427	105	1
685427	1151	1
685427	1051	1
685427	10319	1
685427	10073	1
685427	10108	1
685427	10129	1
685428	129	1
685428	1070	1
685429	1151	1
685430	124	1
685431	115	3
685431	1021	3
685434	124	1
685434	1058	1
685440	125	1
685440	119	1
685440	1139	1
685725	10365	1
685725	10032	1
685725	10229	2
685725	10356	1
685725	10146	3
685725	10010	1
685726	103	1
685726	105	3
685726	1089	1
685726	10146	1
685726	10231	1
685726	10184	1
685726	10015	1
685727	123	1
685727	1094	1
685727	10348	1
685727	10317	1
685727	10274	1
685728	103	1
685728	10110	1
685729	1150	1
685729	10316	1
685730	1145	1
685731	115	1
685731	134	1
685731	128	1
685731	1017	1
685731	1057	1
685731	1164	3
685731	1158	1
685731	1090	3
685731	1109	3
685731	1026	1
685731	1142	1
685731	1113	1
685731	1019	1
685731	1114	1
685731	10020	1
685731	10394	1
685731	10222	2
685731	10224	1
685731	10140	2
686363	10420	2
686363	10387	2
686363	10385	2
686363	10265	2
686363	10341	1
686363	10340	1
686363	10327	1
686363	10324	1
686363	10311	1
686363	10285	1
686363	10271	2
686363	10272	2
686363	10386	2
686363	10287	2
686364	105	1
686364	1171	1
686364	10264	1
686365	137	2
686365	1095	1
686365	1124	1
686365	1007	1
686366	102	1
686366	1040	2
686366	1173	1
686366	10018	1
686367	122	1
686367	1093	1
686370	122	1
686370	114	1
686370	1093	1
686370	1106	1
686370	1147	1
686370	1001	1
686371	122	1
686371	137	1
686371	135	1
686371	120	1
686371	1124	1
686371	1069	1
686371	1088	1
686371	1006	1
686371	1022	1
686159	1105	1
686160	122	1
686160	125	1
686160	119	1
686160	1007	1
686160	1115	1
686160	1168	1
686160	1030	1
686160	1044	1
686162	107	1
686162	1030	1
686163	122	1
686163	1124	1
686163	1095	1
686163	1047	1
686164	122	1
686281	121	1
686284	105	1
686284	10073	1
686285	105	1
686285	1012	1
686285	1163	2
686285	10148	2
685573	1030	1
685573	1095	1
685573	1047	1
685573	1007	1
685573	1115	1
685575	129	1
685575	1070	1
685576	122	3
685576	114	1
685576	1003	1
685576	1030	3
685578	105	1
685578	1126	1
685578	10319	1
685578	10489	1
685579	114	1
685579	1003	1
685580	118	1
685580	120	1
685580	114	1
685580	133	1
685580	1052	1
685580	1129	1
685580	1119	1
685580	1155	1
685580	1043	1
685580	1152	3
685580	1153	1
685581	1176	1
685584	1020	1
685585	114	1
685585	120	1
685585	1093	1
685585	1153	2
685585	1091	1
685585	1172	1
685586	130	1
685586	101	1
685586	1076	1
685587	101	2
685587	1171	1
685587	1126	1
685587	1151	1
685587	10462	1
685587	10489	3
685587	10485	3
685587	10264	1
685587	10319	1
685589	122	1
685589	1007	1
685590	124	1
685590	127	1
685590	1156	1
685590	1005	1
685590	1054	1
685591	1156	1
685592	105	1
685592	1151	1
685592	10409	1
685592	10073	2
685593	1151	1
685594	1081	1
685596	105	1
685596	1126	1
685596	10108	1
685597	135	1
685597	1088	1
685598	120	1
685598	106	1
685598	102	1
685598	1123	1
685598	1066	1
685598	1170	1
685598	1122	1
685599	1145	1
685600	1145	1
685601	1151	1
685601	10041	1
685602	106	1
685602	1138	1
685602	1007	1
685603	121	1
685604	123	1
685604	10317	1
686371	1060	1
686372	1143	2
686372	1053	1
686372	1130	2
686372	10027	2
686372	10371	2
686372	10029	2
686372	10088	2
686372	10156	2
686372	10177	2
686372	10225	2
686372	10246	2
686372	10005	2
686372	10334	2
686372	10058	2
686372	10377	2
686372	10378	2
686372	10396	2
686372	10414	2
686372	10474	2
686372	10277	2
686373	120	2
686373	136	2
686373	102	1
686373	1108	1
686374	103	1
686374	10184	3
686374	10146	1
686376	122	1
686378	117	1
686378	114	1
686378	1131	1
686379	120	1
686379	1138	1
686380	116	1
686380	1149	1
686382	119	1
686382	114	1
686383	125	1
686383	122	1
686190	128	1
686190	103	1
686190	102	1
686190	115	1
686190	1157	2
686190	1173	1
686190	1111	1
686190	1137	1
686190	1071	1
686190	1021	2
686190	1053	1
686190	1110	1
686190	1135	1
686190	1143	1
686190	1112	1
686190	1015	1
686190	10012	3
686190	10160	1
686190	10161	2
686190	10037	1
686190	10033	1
686190	10310	2
686190	10023	3
686190	10005	3
686190	10278	1
686190	10204	1
686190	10391	2
686190	10414	2
686190	10458	1
686190	10294	2
686190	10177	3
686190	10226	3
686190	10234	1
686190	10251	2
686190	10254	1
686331	1027	1
686331	1105	1
686333	106	1
686333	1122	1
686335	121	1
687105	1144	1
685441	1151	1
685442	104	1
685442	1061	1
685442	1141	1
685442	10068	2
685442	10103	1
685442	10381	1
685443	1027	1
685444	118	1
685445	102	1
685445	103	1
685445	1042	1
685445	1111	1
685445	10030	1
685445	10385	3
685445	10285	1
685445	10464	3
685445	10447	3
685445	10386	1
685445	10048	1
685446	123	1
685446	10395	1
685447	1051	1
685448	114	1
685448	117	1
685448	118	1
685448	119	1
685448	1091	1
685448	1101	1
685448	1069	1
685448	1147	1
685449	117	1
685449	1091	1
685449	1134	1
685450	105	1
685450	1151	1
685450	10071	1
685450	10070	1
685450	10211	1
685452	1127	1
685452	10275	1
685452	10137	1
685453	1084	1
685453	1083	1
685454	1083	1
685604	10274	1
685606	122	1
685606	1168	1
685606	1093	1
685607	123	1
685607	1150	1
685607	10316	1
685609	104	1
685609	105	1
685609	1023	1
685609	1162	1
685609	10105	1
685609	10399	1
685610	105	1
685610	1151	1
685610	10192	1
685610	10462	1
685611	1124	1
685612	122	1
685612	1115	1
685613	105	1
685613	1023	1
685613	10284	1
685613	10105	1
685614	114	1
685614	1054	1
685615	136	1
685615	106	1
685615	102	1
685615	104	1
685615	103	1
685615	1066	1
685615	1123	1
685615	1087	1
685615	1122	1
685615	1042	1
685615	1023	1
685615	10292	1
685615	10275	1
685615	10155	1
685615	10305	1
685615	10324	1
685615	10003	1
685460	1042	1
685731	10141	1
685731	10437	1
685731	10439	2
685731	10276	1
685731	10301	2
685731	10175	1
685731	10138	1
685733	128	1
685733	1019	1
685733	10140	2
685733	10141	1
685733	10196	2
685735	134	1
685735	115	1
685735	1148	1
685735	1114	1
685735	1017	1
685735	10454	1
685735	10468	1
685735	10139	1
685735	10376	1
685735	10224	1
685735	10439	1
685735	10025	1
685735	10175	1
685735	10222	1
685736	118	1
685736	125	1
685736	122	1
685736	119	1
685736	1119	1
685736	1069	1
685736	1101	1
685736	1099	1
685739	104	1
685739	1023	1
685740	1053	2
687105	1163	1
687105	10218	1
687105	10148	1
687106	133	1
687106	1129	1
687106	1155	1
687106	1146	1
687132	1063	1
687110	104	1
687110	1073	1
687111	124	1
687111	1031	3
687111	1058	1
687113	117	1
687113	1093	1
687113	1131	1
687113	1091	1
687114	105	1
687114	1103	1
687114	1073	1
687114	10329	1
687114	10164	1
687114	10359	1
687114	10187	1
687116	127	1
687116	1156	1
687118	121	1
686243	137	1
685454	1084	1
685455	105	1
685455	1012	2
685455	1010	1
685456	118	2
685457	115	1
685457	103	2
685457	1143	2
685457	1157	2
685457	1092	1
685457	1021	2
685457	1110	2
685457	10334	3
685457	10371	2
685457	10377	3
685457	10092	1
685457	10396	2
685457	10404	2
685457	10196	1
685457	10029	2
685457	10458	2
685458	101	1
685458	130	1
685458	1100	1
685458	1076	1
685458	10436	1
685459	137	1
685459	135	1
685459	1088	1
685459	1009	1
685460	103	1
685460	108	1
685460	102	3
685460	104	1
685305	122	1
685305	117	1
685305	102	1
685305	1108	1
685305	1153	1
685305	1172	1
685305	1002	1
685305	1063	3
685306	118	1
685306	1125	1
685918	1027	1
685918	1134	1
685918	1146	1
685918	1091	1
685918	1106	1
685919	117	1
685919	120	1
685919	1046	1
685919	1174	3
685920	116	3
685920	114	1
685920	125	1
685920	1139	3
685920	1147	1
686563	10073	3
686564	137	1
686564	1060	1
686566	127	1
686566	1027	1
686566	1129	1
686566	1134	1
686567	115	1
686567	128	1
686567	104	1
686567	134	1
685804	1093	1
685805	120	1
685805	117	1
685805	1174	3
685805	1046	1
685806	1051	1
685806	10131	3
685806	10409	3
685807	118	3
685807	1115	3
685807	1095	1
685807	1030	3
685807	1007	1
685808	118	1
685808	1101	1
685813	115	1
685813	1143	2
685813	10277	2
685814	1051	1
685814	1126	1
685966	10215	1
685966	10214	1
685966	10111	1
685966	10035	1
685966	10013	1
685966	10036	1
685966	10078	1
685966	10283	1
685966	10266	1
685966	10064	1
685966	10271	1
685966	10066	1
685966	10194	1
685966	10204	1
685966	10234	1
685842	105	1
685842	1012	1
686507	1089	1
686507	10281	3
686507	10408	1
686507	10366	3
686507	10032	3
686507	10248	3
686508	105	1
686508	1010	1
686508	10074	1
686508	10193	1
686508	10363	1
686509	122	1
686510	105	1
686510	126	1
686510	1151	1
686510	1162	2
686510	1010	1
686510	10075	3
686510	10074	1
686510	10363	1
686510	10047	3
686510	10339	2
686510	10383	2
686510	10361	1
686510	10410	3
686510	10105	1
686510	10370	1
686510	10208	2
686510	10263	2
686510	10193	1
686511	117	1
686511	114	1
686511	1147	1
686511	1027	1
686512	123	1
686512	1073	1
686512	1150	1
686550	1155	1
685887	1061	1
685887	1126	1
685887	10193	3
685887	10213	3
685887	10383	3
685887	10075	3
685887	10074	3
685887	10331	1
685887	10070	1
685888	124	1
686037	1143	1
686037	1071	1
686037	1157	1
686037	1015	1
686037	10087	2
686037	10092	1
686037	10156	1
686037	10058	1
686037	10158	1
686037	10198	1
686037	10225	2
686037	10035	1
686037	10027	2
686037	10423	1
686037	10007	1
686037	10322	1
686037	10226	1
686037	10352	1
686037	10375	1
686037	10179	1
686037	10378	2
686037	10442	1
686037	10414	2
686037	10413	1
686037	10396	1
686037	10377	2
686037	10334	1
686037	10298	2
686037	10277	1
686037	10252	1
686037	10404	1
686037	10294	1
686037	10251	1
686274	1171	1
686274	1126	1
686274	10319	1
685847	10364	1
685847	10373	1
685847	10448	2
685847	10229	1
685847	10324	3
685847	10078	1
685847	10067	2
685847	10062	1
685847	10372	3
685847	10004	3
685852	1151	1
685853	128	1
685853	10181	1
685854	127	1
685855	112	1
685855	102	1
685855	1170	1
685856	119	1
685857	122	1
685857	1009	3
685859	1046	3
685889	121	1
685892	137	1
685892	1036	3
685892	1009	1
685893	114	3
685894	102	1
685894	103	1
685894	1112	1
685894	1015	1
685894	1055	1
685894	1056	1
685894	1159	1
685894	1143	3
685894	1173	1
685894	10014	1
685894	10327	1
685894	10474	3
685894	10340	1
685894	10368	1
685894	10380	1
685894	10387	1
685894	10294	1
685894	10477	1
685894	10458	1
685894	10487	1
685894	10278	1
685894	10272	1
685894	10451	1
685894	10185	1
685894	10120	1
685894	10111	1
685894	10037	1
685894	10241	1
686053	125	1
686550	1025	3
686550	1145	1
686552	123	1
686552	1094	1
686552	10411	1
686553	115	1
686553	1055	1
686734	131	1
686734	1084	1
686737	122	1
686737	119	1
686739	113	1
686739	135	3
686739	1088	3
686739	1011	1
686740	119	1
686740	122	1
686740	1099	1
686741	105	1
686741	10039	1
686741	10363	1
686742	122	1
686742	117	1
686742	1129	1
686742	1134	1
686742	1106	1
686742	1146	1
686742	1168	1
687277	1020	1
685957	1147	1
685957	1054	3
685958	118	1
685958	1125	1
685958	1068	1
685965	135	1
685965	1088	1
685966	102	1
685966	128	1
685966	1111	1
685966	1108	1
685966	1055	1
685966	1042	1
685966	1015	1
685966	1135	1
685966	1112	1
685966	1169	1
685966	1161	1
685966	1159	1
685966	1056	1
685966	1137	1
685966	1016	1
685966	10254	1
685966	10458	1
685966	10417	1
685966	10241	1
685966	10290	1
685966	10368	1
685966	10200	1
685966	10098	1
685966	10457	1
685966	10097	1
685966	10233	1
686091	1091	1
686091	1043	1
686091	1065	1
686091	1025	3
686091	1174	1
686091	1093	3
686091	1063	1
686091	1146	1
686091	1031	1
687277	1156	1
687278	117	1
687278	1132	1
687278	1005	1
687278	1156	1
687279	131	1
687279	1083	1
687279	1084	1
687280	112	1
687280	1128	1
687280	1023	2
687280	10435	1
687280	10218	2
687280	10210	3
687280	10113	1
687281	1018	1
687282	105	1
687282	104	1
687282	1162	1
687282	10209	1
687282	10125	1
687283	114	1
687283	1007	1
687284	122	1
687484	1129	1
687484	1156	3
687484	1047	1
687484	1043	1
687486	124	1
687488	127	1
687489	122	1
687489	133	1
687489	1093	1
687489	1168	1
687489	1043	1
687489	1129	1
687489	1155	1
687489	1106	1
686814	1089	2
686814	1010	1
686814	1121	1
686814	1042	1
686814	1016	1
686814	1055	1
686814	1112	1
686814	1056	1
686814	1018	1
686814	10456	2
686814	10451	1
686814	10457	1
686814	10278	1
686814	10283	1
686814	10294	3
686814	10458	1
686814	10465	1
686814	10229	2
686814	10396	1
686814	10371	1
686814	10339	1
686814	10327	1
686814	10321	1
686814	10352	2
686814	10303	1
686814	10442	2
686814	10446	2
686814	10374	2
686814	10032	1
686814	10379	2
686814	10417	2
686814	10295	2
686684	114	1
686685	104	1
686685	10166	1
686686	120	1
686686	118	1
686686	137	1
686686	1138	1
686686	1152	1
686686	1060	1
686687	104	1
686687	1151	1
686687	1061	2
686687	10259	2
686687	10041	3
686689	124	1
686692	133	1
686692	1025	1
686692	1095	1
686692	1007	1
686693	122	1
686693	1168	1
686693	1093	1
686694	1051	1
686694	1162	1
686694	10073	1
686859	104	1
686859	1141	1
686859	1150	1
686859	10427	1
686859	10274	1
686744	122	1
686744	133	1
686744	1129	1
686744	1134	1
686744	1091	1
686745	122	1
686898	10298	1
686898	10294	2
686898	10252	2
686898	10396	2
686898	10227	2
686898	10424	1
686898	10057	1
686898	10026	2
686898	10029	1
686898	10116	1
686898	10093	2
686898	10092	2
686898	10088	2
686898	10059	2
686898	10006	1
686898	10035	1
686898	10179	1
686898	10377	2
686898	10268	1
686898	10442	2
686898	10414	2
686898	10404	2
686898	10375	1
686898	10322	2
686898	10371	1
686898	10005	2
686899	1081	1
686899	10423	1
686902	114	1
686903	105	1
686903	101	1
687491	116	1
687491	1139	1
687493	104	1
687493	1023	1
687493	10209	1
687496	112	1
687496	104	1
687496	1163	1
687496	1144	1
687496	10069	2
687496	10148	1
687496	10343	2
687496	10218	1
687497	122	1
687497	107	1
687497	120	3
687497	1153	3
687497	1030	1
687497	1172	3
687498	133	1
687498	120	1
687498	1052	1
687498	1146	1
687498	1106	1
687664	1019	1
687664	10196	2
687664	10346	2
687664	10141	2
687664	10301	2
687665	120	1
687665	114	1
687665	117	1
687665	1131	1
687665	1033	1
687666	103	1
687666	10146	1
687668	115	1
687668	123	1
687668	104	1
687668	1094	1
687668	1034	1
687668	1148	1
687668	1114	1
687668	1137	1
686448	125	1
686448	1025	1
686448	1174	1
686448	1093	1
686448	1155	1
686448	1043	1
686448	1063	1
686448	1168	1
686448	1146	1
686448	1030	1
686448	1115	1
686448	1068	1
686448	1007	3
686448	1095	1
686448	1172	1
686448	1091	1
686449	120	1
686449	114	1
686449	1033	1
686449	1052	1
686450	118	1
686450	1088	1
686450	1067	1
686451	1052	1
686452	1058	1
686453	104	1
686453	1073	1
686453	10360	1
686634	10445	1
686634	10456	1
686634	10474	1
686634	10226	1
686634	10036	1
686635	115	1
686635	1130	3
686635	10414	3
686635	10092	3
686635	10251	3
686635	10177	2
686636	1126	1
686636	10108	1
686637	1087	1
686638	103	1
686638	126	1
686638	1049	1
686036	136	2
686036	1122	2
686036	1173	1
686036	1170	1
686036	10386	1
686036	10242	1
686036	10018	1
686036	10048	1
686037	103	1
686037	115	1
686037	1112	1
686037	1074	1
686037	1130	1
686037	1053	1
686037	1055	1
686037	1081	1
686037	1080	1
686165	137	1
686165	118	1
686165	1165	1
686165	1088	1
686165	1152	1
686165	1060	1
686166	135	1
686166	1088	1
686168	122	1
685838	1155	1
685838	1091	2
685838	1063	3
685839	102	1
685839	10018	1
686012	1162	1
686013	128	1
686013	134	1
686013	115	1
686013	1157	3
686013	1113	1
686013	1108	1
686013	1019	1
686013	10371	2
686013	10346	2
686013	10437	1
686013	10246	3
686013	10029	2
686013	10214	1
686013	10088	2
686014	122	1
686014	107	1
686014	120	1
686014	1043	1
686014	1046	1
686014	1001	1
686014	1030	3
686014	1047	1
686014	1063	1
686014	1168	1
686014	1153	3
686014	1095	1
686014	1007	1
686014	1002	1
686014	1174	1
686014	1059	1
686014	1068	1
686016	129	1
686016	1070	1
685903	1028	1
685903	1090	2
686041	120	1
686041	118	1
686041	122	1
686041	1124	1
686041	1009	1
686041	1152	1
686041	1022	1
686042	114	1
686042	1147	1
686043	127	1
686043	1156	1
686044	123	1
686044	10316	2
686044	10274	1
686047	117	1
686048	123	3
686048	128	1
686048	103	1
686048	1135	1
686048	1016	1
686048	10450	1
686048	10089	1
686048	10451	1
686048	10458	1
686049	120	1
686049	136	1
686049	1108	1
686049	10214	1
686051	1162	1
686051	10284	1
686051	10399	1
686051	10263	1
686925	10351	1
686925	10005	1
686925	10058	1
686925	10226	1
686925	10012	1
686925	10323	1
686925	10246	1
686925	10006	1
686925	10029	1
686925	10179	1
686925	10401	1
687083	1003	3
687083	1172	1
687084	1095	1
687084	1047	1
687085	115	1
687085	1113	1
687085	1114	1
687085	1019	1
687085	1092	1
687086	122	1
687086	1168	1
687086	1099	1
687087	102	1
687087	103	1
687087	120	1
687087	1112	1
687087	1157	2
687087	1110	2
687087	1173	1
687087	10055	1
687087	10091	3
687087	10246	2
687087	10285	1
687087	10030	3
687087	10029	2
687087	10371	2
687089	127	1
687089	1156	1
687089	1105	1
687090	120	1
685785	135	1
686190	10179	2
686190	10116	1
686190	10334	2
686190	10029	2
686190	10474	2
686190	10093	3
686190	10098	1
686190	10277	3
686190	10035	1
686039	123	1
686039	1094	1
686039	10348	1
686176	1145	1
686177	118	1
686177	125	1
686177	114	1
686177	1101	1
686177	1065	1
686177	1031	3
686177	1059	1
686177	1139	1
686177	1147	1
686177	1069	1
686178	133	1
686178	116	1
686178	114	1
686178	138	1
686178	120	1
686178	117	1
686178	136	1
686178	121	1
686178	1098	1
686178	1139	1
686178	1045	1
686178	1166	1
686178	1172	1
686178	1145	1
686178	1039	1
686178	1146	1
686178	1064	1
686178	1004	1
686178	1043	1
686178	1131	1
686179	114	1
686179	122	1
686179	1168	1
686179	1134	1
686179	1007	3
686179	1091	1
686179	1131	1
687078	1088	1
687080	133	1
687080	1155	1
687080	1063	1
687080	1129	1
687080	1043	1
687080	1134	1
687080	1091	1
687080	1025	1
687080	1146	1
687080	1154	1
687080	1174	1
687081	104	1
687081	128	1
687081	1103	1
687081	1050	1
687081	10181	1
687083	125	1
687083	114	1
687083	107	1
687083	1046	1
687083	1116	1
686574	1043	1
686574	1174	1
686575	137	1
686575	1060	1
686576	117	1
686576	1003	1
686576	1147	1
686577	135	1
686578	101	1
686578	1100	1
686578	1051	1
686578	10081	1
686580	104	1
686580	105	1
686580	1023	1
686580	10452	2
686580	10167	1
686581	117	1
685785	1088	1
685786	129	1
685786	1132	1
685786	1020	1
685787	105	1
685787	10363	1
685788	134	1
685788	10220	1
685789	124	1
685789	1132	1
685789	1156	1
685790	1070	1
685791	118	1
685791	1176	1
685792	113	1
685792	1035	2
685793	122	1
685793	1047	1
685978	1161	1
685978	1089	1
685978	10446	1
685978	10096	3
685978	10202	1
685978	10203	1
685979	124	1
685979	1058	1
685980	104	1
685980	10166	1
685983	135	1
685983	1088	1
685984	114	1
685985	122	1
685986	104	1
685986	1073	1
685986	10164	1
685988	103	1
685988	1089	1
685990	104	1
685990	10360	1
685991	1073	1
685991	1141	1
686397	118	1
686397	1088	1
686398	1132	1
686399	1156	1
686400	122	1
686401	124	1
686585	1168	1
686585	1091	3
686585	1147	3
686586	105	1
